"","Category_code","COG","Annotation","Category"
"1166","L","COG5260","DNA polymerase sigma","Replication, recombination and repair"
"1167","L","COG1195","Recombinational DNA repair ATPase RecF","Replication, recombination and repair"
"1168","L","COG1796","DNA polymerase/3-5 exonuclease PolX","Replication, recombination and repair"
"1169","L","COG5600","Transcription-associated recombination protein ","Replication, recombination and repair"
"1170","L","COG3611","Replication initiation and membrane attachment protein DnaB","Replication, recombination and repair"
"1171","L","COG0420","DNA repair exonuclease SbcCD nuclease subunit","Replication, recombination and repair"
"1172","L","COG1793","ATP-dependent DNA ligase","Replication, recombination and repair"
"1173","L","COG2169","Methylphosphotriester-DNA--protein-cysteine methyltransferase (N-terminal fragment of Ada), contains Zn-binding and two AraC-type DNA-binding domains","Replication, recombination and repair"
"1174","L","COG4294","UV DNA damage repair endonuclease","Replication, recombination and repair"
"1175","L","COG0328","Ribonuclease HI","Replication, recombination and repair"
"1176","L","COG3145","Alkylated DNA repair dioxygenase AlkB","Replication, recombination and repair"
"1177","L","COG1194","Adenine-specific DNA glycosylase, acts on AG and A-oxoG pairs","Replication, recombination and repair"
"1178","L","COG3024","Endogenous inhibitor of DNA gyrase, YacG/DUF329 family","Replication, recombination and repair"
"1179","L","COG1570","Exonuclease VII, large subunit","Replication, recombination and repair"
"1180","L","COG3120","Macrodomain Ter protein organizer, MatP/YcbG family","Replication, recombination and repair"
"1181","L","COG4098","Superfamily II DNA/RNA helicase required for DNA uptake (late competence protein)","Replication, recombination and repair"
"1182","L","COG1573","Uracil-DNA glycosylase","Replication, recombination and repair"
"1183","L","COG2827","Predicted endonuclease, GIY-YIG superfamily","Replication, recombination and repair"
"1184","L","COG0847","DNA polymerase III, epsilon subunit or related 3-5 exonuclease","Replication, recombination and repair"
"1185","L","COG1330","Exonuclease V gamma subunit","Replication, recombination and repair"
"1186","L","COG2818","3-methyladenine DNA glycosylase Tag","Replication, recombination and repair"
"1187","L","COG0389","Nucleotidyltransferase/DNA polymerase involved in DNA repair","Replication, recombination and repair"
"1188","L","COG5575","Origin recognition complex, subunit 2 ","Replication, recombination and repair"
"1189","L","COG2927","DNA polymerase III, chi subunit","Replication, recombination and repair"
"1190","L","COG4912","3-methyladenine DNA glycosylase AlkD","Replication, recombination and repair"
"1191","L","COG1525","Endonuclease YncB, thermonuclease family","Replication, recombination and repair"
"1192","L","COG1193","dsDNA-specific endonuclease/ATPase MutS2","Replication, recombination and repair"
"1193","L","COG4973","Site-specific recombinase XerC","Replication, recombination and repair"
"1194","L","COG1948","ERCC4-type nuclease","Replication, recombination and repair"
"1195","L","COG4199","ssDNA-specific exonuclease RecJ","Replication, recombination and repair"
"1196","L","COG0249","DNA mismatch repair ATPase MutS","Replication, recombination and repair"
"1197","L","COG5535","DNA repair protein RAD4 ","Replication, recombination and repair"
"1198","L","COG1591","Holliday junction resolvase, archaeal type","Replication, recombination and repair"
"1199","L","COG0338","Site-specific DNA-adenine methylase","Replication, recombination and repair"
"1200","L","COG0776","Bacterial nucleoid DNA-binding protein","Replication, recombination and repair"
"1201","L","COG5627","SUMO ligase MMS21, Smc5/6 complex, required for cell growth and DNA repair","Replication, recombination and repair"
"1202","L","COG3598","RecA-family ATPase","Replication, recombination and repair"
"1203","L","COG4646","Adenine-specific DNA methylase, N12 class","Replication, recombination and repair"
"1204","L","COG1110","Reverse gyrase","Replication, recombination and repair"
"1205","L","COG0758","Predicted Rossmann fold nucleotide-binding protein DprA/Smf involved in DNA uptake","Replication, recombination and repair"
"1206","L","COG2176","DNA polymerase III, alpha subunit (gram-positive type)","Replication, recombination and repair"
"1207","L","COG2852","Very-short-patch-repair endonuclease","Replication, recombination and repair"
"1208","L","COG1637","Endonuclease NucS, RecB family","Replication, recombination and repair"
"1209","L","COG0350","O6-methylguanine-DNA--protein-cysteine methyltransferase","Replication, recombination and repair"
"1210","L","COG4335","3-methyladenine DNA glycosylase AlkC","Replication, recombination and repair"
"1211","L","COG1273","Non-homologous end joining protein Ku, dsDNA break repair","Replication, recombination and repair"
"1212","L","COG3057","Negative regulator of replication initiation","Replication, recombination and repair"
"1213","L","COG0792","Predicted endonuclease distantly related to archaeal Holliday junction resolvase","Replication, recombination and repair"
"1214","L","COG4083","Exosortase/Archaeosortase","Replication, recombination and repair"
"1215","L","COG1198","Primosomal protein N (replication factor Y) - superfamily II helicase
COG1199	L	Rad3-related DNA helicase
COG1200	L	RecG-like helicase
COG1201	L	Lhr-like helicase
COG1202	L	Superfamily II helicase, archaea-specific
COG1203	V	CRISPR/Cas system-associated endonuclease/helicase Cas3
COG1204	L	Replicative superfamily II helicase
COG1205	L	ATP-dependent helicase YprA,  contains C-terminal metal-binding DUF1998 domain
COG1206	J	Folate-dependent tRNA-U54 methylase TrmFO/GidA
COG1207	M	Bifunctional protein GlmU, N-acetylglucosamine-1-phosphate-uridyltransferase/glucosamine-1-phosphate-acetyltransferase
COG1208	JM	NDP-sugar pyrophosphorylase, includes eIF-2Bgamma, eIF-2Bepsilon, and LPS biosynthesis proteins
COG1209	M	dTDP-glucose pyrophosphorylase
COG1210	M	UTP-glucose-1-phosphate uridylyltransferase
COG1211	I	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
COG1212	M	CMP-2-keto-3-deoxyoctulosonic acid synthetase
COG1213	I	Choline kinase
COG1214	J	tRNA A37 threonylcarbamoyladenosine modification protein TsaB
COG1215	N	Glycosyltransferase, catalytic subunit of cellulose synthase and poly-beta-1,6-N-acetylglucosamine synthase
COG1216	G	Glycosyltransferase, GT2 family
COG1217	T	Predicted membrane GTPase involved in stress response
COG1218	P	3-Phosphoadenosine 5-phosphosulfate (PAPS) 3-phosphatase","Replication, recombination and repair"
"1216","L","COG2256","Replication-associated recombination protein RarA (DNA-dependent ATPase)","Replication, recombination and repair"
"1217","L","COG3727","G:T-mismatch repair DNA endonuclease, very short patch repair protein","Replication, recombination and repair"
"1218","L","COG2094","3-methyladenine DNA glycosylase Mpg","Replication, recombination and repair"
"1219","L","COG3285","Eukaryotic-type DNA primase","Replication, recombination and repair"
"1220","L","COG0358","DNA primase (bacterial type)","Replication, recombination and repair"
"1221","L","COG2189","Adenine specific DNA methylase Mod","Replication, recombination and repair"
"1222","L","COG3663","G:T/U-mismatch repair DNA glycosylase","Replication, recombination and repair"
"1223","L","COG2840","DNA-nicking endonuclease, Smr domain","Replication, recombination and repair"
"1224","L","COG0417","DNA polymerase elongation subunit (family B)","Replication, recombination and repair"
"1225","L","COG2255","Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit","Replication, recombination and repair"
"1226","L","COG3390","Replication protein A (RPA) family protein","Replication, recombination and repair"
"1227","L","COG5464","Predicted transposase YdaD","Replication, recombination and repair"
"1228","L","COG1599","ssDNA-binding replication factor A, large subunit","Replication, recombination and repair"
"1229","L","COG4047","N-glycosylase/DNA lyase","Replication, recombination and repair"
"1230","L","COG3141","dsDNA-binding SOS-regulon protein, induction by DNA damage requires cAMP","Replication, recombination and repair"
"1231","L","COG1630","NurA 5-3 nuclease","Replication, recombination and repair"
"1232","L","COG0817","Holliday junction resolvasome RuvABC endonuclease subunit","Replication, recombination and repair"
"1233","L","COG3723","Recombinational DNA repair protein RecT","Replication, recombination and repair"
"1234","L","COG1555","DNA uptake protein ComE and related DNA-binding proteins","Replication, recombination and repair"
"1235","L","COG1112","Superfamily I DNA and/or RNA helicase","Replication, recombination and repair"
"1236","L","COG0415","Deoxyribodipyrimidine photolyase","Replication, recombination and repair"
"1237","L","COG2003","DNA repair protein RadC, contains a helix-hairpin-helix DNA-binding motif","Replication, recombination and repair"
"1238","L","COG1961","Site-specific DNA recombinase related to the DNA invertase Pin","Replication, recombination and repair"
"1239","L","COG3449","DNA gyrase inhibitor GyrI","Replication, recombination and repair"
"1240","L","COG3066","DNA mismatch repair protein MutH","Replication, recombination and repair"
"1241","L","COG1111","ERCC4-related helicase","Replication, recombination and repair"
"1242","M","COG0812","UDP-N-acetylenolpyruvoylglucosamine reductase","Cell wall/membrane/envelope biogenesis"
"1243","M","COG2877","3-deoxy-D-manno-octulosonic acid (KDO) 8-phosphate synthase","Cell wall/membrane/envelope biogenesis"
"1244","M","COG0729","Outer membrane translocation and assembly module TamA","Cell wall/membrane/envelope biogenesis"
"1245","M","COG3133","Outer membrane lipoprotein SlyB","Cell wall/membrane/envelope biogenesis"
"1246","M","COG1538","Outer membrane protein TolC","Cell wall/membrane/envelope biogenesis"
"1247","M","COG1663","Tetraacyldisaccharide-1-P 4-kinase
COG1664	Z	Cytoskeletal protein CcmA, bactofilin family
COG1665	R	Predicted nucleotidyltransferase
COG1666	S	Uncharacterized conserved protein YajQ, UPF0234 family
COG1667	S	Uncharacterized protein
COG1668	CP	ABC-type Na+ efflux pump, permease component
COG1669	R	Predicted nucleotidyltransferase
COG1670	JO	Protein N-acetyltransferase, RimJ/RimL family
COG1671	S	Uncharacterized conserved protein YaiI, UPF0178 family
COG1672	R	Predicted ATPase, archaeal AAA+ ATPase superfamily
COG1673	R	Predicted RNA-binding protein, contains PUA-like EVE domain
COG1674	D	DNA segregation ATPase FtsK/SpoIIIE and related proteins
COG1675	K	Transcription initiation factor IIE, alpha subunit
COG1676	J	tRNA splicing endonuclease
COG1677	N	Flagellar hook-basal body complex protein FliE
COG1678	K	Putative transcriptional regulator, AlgH/UPF0301 family
COG1679	C	Predicted aconitase
COG1680	V	CubicO group peptidase, beta-lactamase class C family
COG1681	N	Archaellin (archaeal flagellin)
COG1682	GM	ABC-type polysaccharide/polyol phosphate export permease
COG1683	S	Uncharacterized conserved protein YbbK, DUF523 family
COG1684	N	Flagellar biosynthesis protein FliR
COG1685	E	Archaeal shikimate kinase
COG1686	M	D-alanyl-D-alanine carboxypeptidase
COG1687	E	Branched-chain amino acid transport protein AzlD
COG1688	V	CRISPR/Cas system-associated protein Cas5, RAMP superfamily
COG1689	S	Uncharacterized protein
COG1690	J	RNA-splicing ligase RtcB, repairs tRNA damage
COG1691	F	NCAIR mutase (PurE)-related protein
COG1692	R	Calcineurin-like phosphoesterase
COG1693	K	Repressor of nif and glnA expression
COG1694	V	NTP pyrophosphatase, house-cleaning of non-canonical NTPs
COG1695	K	DNA-binding transcriptional regulator, PadR family
COG1696	M	D-alanyl-lipoteichoic acid acyltransferase DltB, MBOAT superfamily
COG1697	L	DNA topoisomerase VI, subunit A
COG1698	S	Uncharacterized protein, UPF0147 family
COG1699	N	Flagellar assembly factor FliW
COG1700	V	Predicted component of virus defense system, contains PD-(D/E)xK nuclease domain, DUF524
COG1701	H	Archaeal phosphopantothenate synthetase
COG1702	T	Phosphate starvation-inducible protein PhoH, predicted ATPase
COG1703	O	Putative periplasmic protein kinase ArgK or related GTPase of G3E family
COG1704	S	Uncharacterized conserved protein
COG1705	MN	Flagellum-specific peptidoglycan hydrolase FlgJ
COG1706	N	Flagellar basal body P-ring protein FlgI
COG1707	R	Uncharacterized protein, contains ACT and thioredoxin-like domains
COG1708	R	Predicted nucleotidyltransferase
COG1709	K	Predicted transcriptional regulator
COG1710	S	Uncharacterized protein
COG1711	L	DNA replication initiation complex subunit, GINS family
COG1712	R	Predicted dinucleotide-utilizing enzyme
COG1713	R	HD superfamily phosphohydrolase YqeK (fused to NMNAT in mycoplasms)
COG1714	S	Uncharacterized membrane protein YckC, RDD family
COG1715	V	Restriction endonuclease Mrr
COG1716	T	Forkhead associated (FHA) domain, binds pSer, pThr, pTyr
COG1717	J	Ribosomal protein L32E
COG1718	T	Serine/threonine-protein kinase RIO1
COG1719	R	Predicted hydrocarbon binding protein, contains 4VR domain
COG1720	J	tRNA (Thr-GGU) A37 N-methylase
COG1721	S	Uncharacterized conserved protein, DUF58 family, contains vWF domain
COG1722	L	Exonuclease VII small subunit
COG1723	S	Uncharacterized protein, Rmd1/YagE family
COG1724	R	Predicted RNA binding protein YcfA, dsRBD-like fold, HicA-like mRNA interferase family
COG1725	K	DNA-binding transcriptional regulator YhcF, GntR family
COG1726	C	Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrA
COG1727	J	Ribosomal protein L18E
COG1728	S	Uncharacterized protein YaaR, TM1646/DUF327 family
COG1729	R	Periplasmic TolA-binding protein (function unknown)
COG1730	O	Prefoldin subunit 5
COG1731	H	Archaeal riboflavin synthase
COG1732	M	Periplasmic glycine betaine/choline-binding (lipo)protein of an ABC-type transport system (osmoprotectant binding protein)
COG1733	K	DNA-binding transcriptional regulator, HxlR family
COG1734	J	RNA polymerase-binding transcription factor DksA
COG1735	R	Predicted metal-dependent hydrolase, phosphotriesterase family
COG1736	J	Diphthamide synthase subunit DPH2
COG1737	K	DNA-binding transcriptional regulator, MurR/RpiR family, contains HTH and SIS domains
COG1738	S	Uncharacterized PurR-regulated membrane protein YhhQ, DUF165 family
COG1739	R	Putative translation regulator, IMPACT (imprinted ancient) protein family
COG1740	C	Ni,Fe-hydrogenase I small subunit
COG1741	R	Redox-sensitive bicupin YhaK, pirin superfamily
COG1742	R	Uncharacterized inner membrane protein YnfA, drug/metabolite transporter superfamily
COG1743	L	Adenine-specific DNA methylase, contains a Zn-ribbon domain
COG1744	M	Basic membrane lipoprotein Med, periplasmic binding protein (PBP1-ABC) superfamily
COG1745	S	Uncharacterized protein
COG1746	J	tRNA nucleotidyltransferase (CCA-adding enzyme)
COG1747	S	Uncharacterized N-terminal domain of the transcription elongation factor GreA
COG1748	E	Saccharopine dehydrogenase, NADP-dependent
COG1749	N	Flagellar hook protein FlgE
COG1750	R	Predicted archaeal serine protease, S18 family
COG1751	S	Uncharacterized protein
COG1752	R	Predicted acylesterase/phospholipase RssA, containd patatin domain
COG1753	V	Predicted antitoxin, CopG family
COG1754	S	Uncharacterized C-terminal domain of topoisomerase IA
COG1755	S	Uncharacterized protein YpbQ, isoprenylcysteine carboxyl methyltransferase (ICMT) family
COG1756	J	rRNA pseudouridine-1189 N-methylase Emg1, Nep1/Mra1 family
COG1757	C	Na+/H+ antiporter NhaC
COG1758	K	DNA-directed RNA polymerase, subunit K/omega
COG1759	F	5-formaminoimidazole-4-carboxamide-1-beta-D-ribofuranosyl 5-monophosphate synthetase (purine biosynthesis)","Cell wall/membrane/envelope biogenesis"
"1248","M","COG2247","Putative cell wall-binding domain","Cell wall/membrane/envelope biogenesis"
"1249","M","COG0770","UDP-N-acetylmuramyl pentapeptide synthase","Cell wall/membrane/envelope biogenesis"
"1250","M","COG3659","Carbohydrate-selective porin OprB","Cell wall/membrane/envelope biogenesis"
"1251","M","COG4775","Outer membrane protein assembly factor BamA","Cell wall/membrane/envelope biogenesis"
"1252","M","COG0797","Rare lipoprotein A, peptidoglycan hydrolase digesting naked glycans, contains C-terminal SPOR domain","Cell wall/membrane/envelope biogenesis"
"1253","M","COG0728","Peptidoglycan biosynthesis protein MviN/MurJ, putative lipid II flippase","Cell wall/membrane/envelope biogenesis"
"1254","M","COG4588","Accessory colonization factor AcfC, contains ABC-type periplasmic domain","Cell wall/membrane/envelope biogenesis"
"1255","M","COG3055","N-acetylneuraminic acid mutarotase","Cell wall/membrane/envelope biogenesis"
"1256","M","COG1137","ABC-type lipopolysaccharide export system, ATPase component","Cell wall/membrane/envelope biogenesis"
"1257","M","COG2834","Outer membrane lipoprotein-sorting protein","Cell wall/membrane/envelope biogenesis"
"1258","M","COG3040","Bacterial lipocalin","Cell wall/membrane/envelope biogenesis"
"1259","M","COG0766","UDP-N-acetylglucosamine enolpyruvyl transferase","Cell wall/membrane/envelope biogenesis"
"1260","M","COG2148","Sugar transferase involved in LPS biosynthesis (colanic, teichoic acid)","Cell wall/membrane/envelope biogenesis"
"1261","M","COG3131","Periplasmic glucans biosynthesis protein","Cell wall/membrane/envelope biogenesis"
"1262","M","COG5337","Spore coat protein CotH","Cell wall/membrane/envelope biogenesis"
"1263","M","COG3047","Outer membrane protein W","Cell wall/membrane/envelope biogenesis"
"1264","M","COG5520","O-Glycosyl hydrolase","Cell wall/membrane/envelope biogenesis"
"1265","M","COG2829","Outer membrane phospholipase A","Cell wall/membrane/envelope biogenesis"
"1266","M","COG1794","Aspartate/glutamate racemase","Cell wall/membrane/envelope biogenesis"
"1267","M","COG3254","L-rhamnose mutarotase","Cell wall/membrane/envelope biogenesis"
"1268","M","COG0810","Periplasmic protein TonB, links inner and outer membranes","Cell wall/membrane/envelope biogenesis"
"1269","M","COG2891","Cell shape-determining protein MreD","Cell wall/membrane/envelope biogenesis"
"1270","M","COG3064","Membrane protein involved in colicin uptake","Cell wall/membrane/envelope biogenesis"
"1271","M","COG4238","Outer membrane murein-binding lipoprotein Lpp","Cell wall/membrane/envelope biogenesis"
"1272","M","COG1898","dTDP-4-dehydrorhamnose 3,5-epimerase or related enzyme","Cell wall/membrane/envelope biogenesis"
"1273","M","COG2853","ABC-type transporter Mla maintaining outer membrane lipid asymmetry, lipoprotein component MlaA","Cell wall/membrane/envelope biogenesis"
"1274","M","COG1136","ABC-type lipoprotein export system, ATPase component","Cell wall/membrane/envelope biogenesis"
"1275","M","COG2913","Outer membrane protein assembly factor BamE, lipoprotein component of the BamABCDE complex","Cell wall/membrane/envelope biogenesis"
"1276","M","COG1127","ABC-type transporter Mla maintaining outer membrane lipid asymmetry, ATPase component MlaF","Cell wall/membrane/envelope biogenesis"
"1277","M","COG3713","Outer membrane scaffolding protein for murein synthesis, MipA/OmpV family","Cell wall/membrane/envelope biogenesis"
"1278","M","COG0836","Mannose-1-phosphate guanylyltransferase","Cell wall/membrane/envelope biogenesis"
"1279","M","COG2821","Membrane-bound lytic murein transglycosylase","Cell wall/membrane/envelope biogenesis"
"1280","M","COG2027","D-alanyl-D-alanine carboxypeptidase","Cell wall/membrane/envelope biogenesis"
"1281","M","COG3117","Lipopolysaccharide export system protein LptC","Cell wall/membrane/envelope biogenesis"
"1282","M","COG0771","UDP-N-acetylmuramoylalanine-D-glutamate ligase","Cell wall/membrane/envelope biogenesis"
"1283","M","COG0787","Alanine racemase","Cell wall/membrane/envelope biogenesis"
"1284","M","COG4424","LPS sulfotransferase NodH","Cell wall/membrane/envelope biogenesis"
"1285","M","COG1316","Anionic cell wall polymer biosynthesis enzyme,  LytR-Cps2A-Psr (LCP) family","Cell wall/membrane/envelope biogenesis"
"1286","M","COG3417","Outer membrane lipoprotein LpoB, binds and activates PBP1b","Cell wall/membrane/envelope biogenesis"
"1287","M","COG2222","Fructoselysine-6-P-deglycase FrlB and related proteins with duplicated sugar isomerase (SIS) domain","Cell wall/membrane/envelope biogenesis"
"1288","M","COG0767","ABC-type transporter Mla maintaining outer membrane lipid asymmetry, permease component MlaE","Cell wall/membrane/envelope biogenesis"
"1289","M","COG3248","Nucleoside-specific outer membrane channel protein Tsx","Cell wall/membrane/envelope biogenesis"
"1290","M","COG2989","Murein L,D-transpeptidase YcbB/YkuD","Cell wall/membrane/envelope biogenesis"
"1291","M","COG1292","Choline-glycine betaine transporter","Cell wall/membrane/envelope biogenesis"
"1292","M","COG2052","Regulator of extracellular matrix RemA, YlzA/DUF370 family","Cell wall/membrane/envelope biogenesis"
"1293","M","COG1619","Muramoyltetrapeptide carboxypeptidase LdcA (peptidoglycan recycling)","Cell wall/membrane/envelope biogenesis"
"1294","M","COG3107","Outer membrane lipoprotein LpoA, binds and activates PBP1a","Cell wall/membrane/envelope biogenesis"
"1295","M","COG3203","Outer membrane protein (porin)","Cell wall/membrane/envelope biogenesis"
"1296","M","COG5622","Protein required for attachment to host cells","Cell wall/membrane/envelope biogenesis"
"1297","M","COG1835","Peptidoglycan/LPS O-acetylase OafA/YrhL, contains acyltransferase and SGNH-hydrolase domains","Cell wall/membrane/envelope biogenesis"
"1298","M","COG2982","Uncharacterized protein involved in outer membrane biogenesis","Cell wall/membrane/envelope biogenesis"
"1299","M","COG3637","Opacity protein and related surface antigens","Cell wall/membrane/envelope biogenesis"
"1300","M","COG0399","dTDP-4-amino-4,6-dideoxygalactose transaminase","Cell wall/membrane/envelope biogenesis"
"1301","M","COG4785","Lipoprotein NlpI, contains TPR repeats","Cell wall/membrane/envelope biogenesis"
"1302","M","COG1970","Large-conductance mechanosensitive channel","Cell wall/membrane/envelope biogenesis"
"1303","M","COG4571","Outer membrane protease","Cell wall/membrane/envelope biogenesis"
"1304","M","COG1519","3-deoxy-D-manno-octulosonic-acid transferase","Cell wall/membrane/envelope biogenesis"
"1305","M","COG0791","Cell wall-associated hydrolase, NlpC family","Cell wall/membrane/envelope biogenesis"
"1306","M","COG4952","L-rhamnose isomerase","Cell wall/membrane/envelope biogenesis"
"1307","M","COG0796","Glutamate racemase","Cell wall/membrane/envelope biogenesis"
"1308","M","COG0769","UDP-N-acetylmuramyl tripeptide synthase","Cell wall/membrane/envelope biogenesis"
"1309","M","COG3409","Peptidoglycan-binding (PGRP) domain of peptidoglycan hydrolases","Cell wall/membrane/envelope biogenesis"
"1310","M","COG3065","Starvation-inducible outer membrane lipoprotein","Cell wall/membrane/envelope biogenesis"
"1311","M","COG3274","Surface polysaccharide O-acyltransferase, integral membrane enzyme","Cell wall/membrane/envelope biogenesis"
"1312","M","COG4520","Surface antigen","Cell wall/membrane/envelope biogenesis"
"1313","M","COG4305","Peptidoglycan-binding domain, expansin","Cell wall/membrane/envelope biogenesis"
"1314","M","COG2843","Poly-gamma-glutamate biosynthesis protein CapA/YwtB (capsule formation), metallophosphatase superfamily","Cell wall/membrane/envelope biogenesis"
"1315","M","COG1520","Outer membrane protein assembly factor BamB, contains PQQ-like beta-propeller repeat","Cell wall/membrane/envelope biogenesis"
"1316","M","COG2194","Phosphoethanolamine transferase for periplasmic glucans (OPG), alkaline phosphatase superfamily","Cell wall/membrane/envelope biogenesis"
"1317","M","COG2815","PASTA domain, binds beta-lactams","Cell wall/membrane/envelope biogenesis"
"1318","M","COG3306","Glycosyltransferase involved in LPS biosynthesis, GR25 family","Cell wall/membrane/envelope biogenesis"
"1319","M","COG3034","Murein L,D-transpeptidase YafK","Cell wall/membrane/envelope biogenesis"
"1320","M","COG2244","Membrane protein involved in the export of O-antigen and teichoic acid","Cell wall/membrane/envelope biogenesis"
"1321","M","COG0744","Membrane carboxypeptidase (penicillin-binding protein)","Cell wall/membrane/envelope biogenesis"
"1322","M","COG2980","Outer membrane lipoprotein LptE/RlpB (LPS assembly)","Cell wall/membrane/envelope biogenesis"
"1323","M","COG2866","Murein tripeptide amidase MpaA","Cell wall/membrane/envelope biogenesis"
"1324","M","COG5597","Alpha-N-acetylglucosamine transferase","Cell wall/membrane/envelope biogenesis"
"1325","M","COG1596","Periplasmic protein involved in polysaccharide export, contains SLBB domain of the beta-grasp fold","Cell wall/membrane/envelope biogenesis"
"1326","M","COG3023","N-acetyl-anhydromuramyl-L-alanine amidase AmpD","Cell wall/membrane/envelope biogenesis"
"1327","M","COG0774","UDP-3-O-acyl-N-acetylglucosamine deacetylase","Cell wall/membrane/envelope biogenesis"
"1328","M","COG3206","Uncharacterized protein involved in exopolysaccharide biosynthesis","Cell wall/membrane/envelope biogenesis"
"1329","M","COG3264","Small-conductance mechanosensitive channel","Cell wall/membrane/envelope biogenesis"
"1330","M","COG2885","Outer membrane protein OmpA and related peptidoglycan-associated (lipo)proteins","Cell wall/membrane/envelope biogenesis"
"1331","M","COG4282","Cell wall assembly regulator SMI1","Cell wall/membrane/envelope biogenesis"
"1332","M","COG0739","Murein DD-endopeptidase MepM and murein hydrolase activator NlpD, contain LysM domain","Cell wall/membrane/envelope biogenesis"
"1333","M","COG0741","Soluble lytic murein transglycosylase and related regulatory proteins (some contain LysM/invasin domains)","Cell wall/membrane/envelope biogenesis"
"1334","M","COG5009","Membrane carboxypeptidase/penicillin-binding protein","Cell wall/membrane/envelope biogenesis"
"1335","M","COG4953","Membrane carboxypeptidase/penicillin-binding protein PbpC","Cell wall/membrane/envelope biogenesis"
"1336","M","COG1934","Lipopolysaccharide export system protein LptA","Cell wall/membrane/envelope biogenesis"
"1337","M","COG0381","UDP-N-acetylglucosamine 2-epimerase","Cell wall/membrane/envelope biogenesis"
"1338","M","COG2870","ADP-heptose synthase, bifunctional sugar kinase/adenylyltransferase","Cell wall/membrane/envelope biogenesis"
"1339","M","COG3083","Membrane-anchored periplasmic protein YejM, alkaline phosphatase superfamily","Cell wall/membrane/envelope biogenesis"
"1340","M","COG0759","Membrane-anchored protein YidD, putatitve component of membrane protein insertase Oxa1/YidC/SpoIIIJ","Cell wall/membrane/envelope biogenesis"
"1341","M","COG4591","ABC-type transport system, involved in lipoprotein release, permease component","Cell wall/membrane/envelope biogenesis"
"1342","M","COG3113","ABC-type transporter Mla maintaining outer membrane lipid asymmetry, MlaB component, contains STAS domain","Cell wall/membrane/envelope biogenesis"
"1343","M","COG3017","Outer membrane lipoprotein LolB, involved in outer membrane biogenesis","Cell wall/membrane/envelope biogenesis"
"1344","M","COG2089","Sialic acid synthase SpsE, contains C-terminal SAF domain","Cell wall/membrane/envelope biogenesis"
"1345","M","COG1807","4-amino-4-deoxy-L-arabinose transferase or related glycosyltransferase of PMT family","Cell wall/membrane/envelope biogenesis"
"1346","M","COG2103","N-acetylmuramic acid 6-phosphate (MurNAc-6-P) etherase","Cell wall/membrane/envelope biogenesis"
"1347","M","COG4092","Predicted glycosyltransferase involved in capsule biosynthesis","Cell wall/membrane/envelope biogenesis"
"1348","M","COG3137","Putative salt-induced outer membrane protein YdiY","Cell wall/membrane/envelope biogenesis"
"1349","M","COG2173","D-alanyl-D-alanine dipeptidase","Cell wall/membrane/envelope biogenesis"
"1350","M","COG2908","UDP-2,3-diacylglucosamine pyrophosphatase LpxH","Cell wall/membrane/envelope biogenesis"
"1351","M","COG0763","Lipid A disaccharide synthetase","Cell wall/membrane/envelope biogenesis"
"1352","M","COG4421","Capsular polysaccharide biosynthesis protein","Cell wall/membrane/envelope biogenesis"
"1353","M","COG4105","Outer membrane protein assembly factor BamD, BamD/ComL family","Cell wall/membrane/envelope biogenesis"
"1354","M","COG0815","Apolipoprotein N-acyltransferase","Cell wall/membrane/envelope biogenesis"
"1355","M","COG3307","O-antigen ligase","Cell wall/membrane/envelope biogenesis"
"1356","M","COG0773","UDP-N-acetylmuramate-alanine ligase","Cell wall/membrane/envelope biogenesis"
"1357","M","COG5632","N-acetylmuramoyl-L-alanine amidase CwlA","Cell wall/membrane/envelope biogenesis"
"1358","M","COG5577","Spore coat protein CotF","Cell wall/membrane/envelope biogenesis"
"1359","M","COG1922","UDP-N-acetyl-D-mannosaminuronic acid transferase, WecB/TagA/CpsF family","Cell wall/membrane/envelope biogenesis"
"1360","N","COG5581","c-di-GMP-binding flagellar brake protein YcgR, contains PilZNR and PilZ domains","Cell motility"
"1361","N","COG1815","Flagellar basal body rod protein FlgB","Cell motility"
"1362","N","COG1338","Flagellar biosynthetic protein FliP","Cell motility"
"1363","N","COG0084","Tat protein secretion system quality control protein TatD (DNase activity)","Cell motility"
"1364","N","COG3354","Archaellum component FlaG, FlaF/FlaG flagellin family","Cell motility"
"1365","N","COG5442","Flagellar biosynthesis regulator FlaF","Cell motility"
"1366","N","COG3144","Flagellar hook-length control protein FliK","Cell motility"
"1367","N","COG1192","Cellulose biosynthesis protein BcsQ","Cell motility"
"1368","N","COG1298","Flagellar biosynthesis pathway, component FlhA","Cell motility"
"1369","N","COG1291","Flagellar motor component MotA","Cell motility"
"1370","N","COG1987","Flagellar biosynthesis protein FliQ","Cell motility"
"1371","N","COG5538","Endoplasmic reticulum translocation complex, subunit SEC66 ","Cell motility"
"1372","N","COG3430","Archaeal flagellin (archaellin), FlaG/FlaF family","Cell motility"
"1373","N","COG2874","Archaellum biogenesis protein FlaH, an ATPase","Cell motility"
"1374","N","COG3225","ABC-type uncharacterized transport system involved in gliding motility, auxiliary component","Cell motility"
"1375","N","COG2063","Flagellar basal body L-ring protein FlgH","Cell motility"
